Company,Industry,Environment_Score,Social_Score,Governance_Score,ESG_Score,ESG_Grade,Exchange,Country,Year,gdp,population,CO2_Emissions,CO2_per_Capita,CO2_per_GDP,Coal_CO2,Oil_CO2,Gas_CO2,Cement_CO2,Flaring_CO2,Total_GHG,Energy_Consumption,Temp_Change_CO2
Aflac Inc,Insurance,454,300,235,989,BBB,"NEW YORK STOCK EXCHANGE, INC.",United States,2011,15477885632512.0,314105078.0,5546.116,17.657,0.358,1873.284,2252.414,1310.707,32.208,47.863,6368.639,25729.088,0.213
Aflac Inc,Insurance,454,300,235,989,BBB,"NEW YORK STOCK EXCHANGE, INC.",United States,2012,15830887694336.0,317115348.0,5344.086,16.852,0.338,1658.491,2196.025,1372.072,35.27,51.515,6226.069,25047.367,0.216
Aflac Inc,Insurance,454,300,235,989,BBB,"NEW YORK STOCK EXCHANGE, INC.",United States,2013,16122472562688.0,320110753.0,5480.157,17.12,0.34,1720.408,2224.627,1410.482,36.369,57.423,6303.703,25728.627,0.218
Aflac Inc,Insurance,454,300,235,989,BBB,"NEW YORK STOCK EXCHANGE, INC.",United States,2014,16491318607872.0,323115378.0,5528.681,17.111,0.335,1710.594,2247.931,1435.209,39.439,63.124,6438.455,25995.912,0.221
Aflac Inc,Insurance,454,300,235,989,BBB,"NEW YORK STOCK EXCHANGE, INC.",United States,2015,16937634496512.0,326126498.0,5376.473,16.486,0.317,1479.145,2285.676,1476.136,39.907,64.372,6248.505,25747.426,0.223
Aflac Inc,Insurance,454,300,235,989,BBB,"NEW YORK STOCK EXCHANGE, INC.",United States,2016,17220065296384.0,329179421.0,5252.932,15.958,0.305,1347.943,2299.961,1481.873,39.439,55.139,6146.357,25727.051,0.225
Aflac Inc,Insurance,454,300,235,989,BBB,"NEW YORK STOCK EXCHANGE, INC.",United States,2017,17606123716608.0,332204656.0,5212.162,15.69,0.296,1308.716,2315.177,1460.656,40.324,59.486,6156.777,25823.844,0.228
Aflac Inc,Insurance,454,300,235,989,BBB,"NEW YORK STOCK EXCHANGE, INC.",United States,2018,18124692783104.0,335056495.0,5377.797,16.05,0.297,1256.631,2366.168,1619.275,38.971,72.066,6305.474,26768.986,0.23
Aflac Inc,Insurance,454,300,235,989,BBB,"NEW YORK STOCK EXCHANGE, INC.",United States,2019,18540551733248.0,337790068.0,5262.145,15.578,0.284,1071.666,2360.999,1675.471,40.896,88.437,6216.229,26578.494,0.232
Aflac Inc,Insurance,454,300,235,989,BBB,"NEW YORK STOCK EXCHANGE, INC.",United States,2020,18027359764480.0,339436157.0,4714.628,13.89,0.262,877.92,2047.544,1656.255,40.688,67.749,5651.509,24622.646,0.235
Aflac Inc,Insurance,454,300,235,989,BBB,"NEW YORK STOCK EXCHANGE, INC.",United States,2021,19099377729536.0,340161441.0,5032.213,14.794,0.263,1004.759,2238.883,1659.128,41.312,63.294,6009.153,25956.828,0.237
Aflac Inc,Insurance,454,300,235,989,BBB,"NEW YORK STOCK EXCHANGE, INC.",United States,2022,19493170446336.0,341534041.0,5078.871,14.871,0.261,942.357,2258.467,1748.499,41.418,63.294,6067.148,26504.305,0.239
Aflac Inc,Insurance,454,300,235,989,BBB,"NEW YORK STOCK EXCHANGE, INC.",United States,2023,17220065296384.0,343477332.0,4911.391,14.299,0.305,776.767,2250.856,1755.923,39.714,63.294,5894.857,26189.199,0.241
Accenture PLC,Technology,515,360,305,1180,BBB,"NEW YORK STOCK EXCHANGE, INC.",United States,2010,15239587299328.0,311062786.0,5679.715,18.259,0.373,1982.954,2300.574,1290.495,31.449,43.407,6563.317,25953.547,0.211
Accenture PLC,Technology,515,360,305,1180,BBB,"NEW YORK STOCK EXCHANGE, INC.",United States,2011,15477885632512.0,314105078.0,5546.116,17.657,0.358,1873.284,2252.414,1310.707,32.208,47.863,6368.639,25729.088,0.213
Accenture PLC,Technology,515,360,305,1180,BBB,"NEW YORK STOCK EXCHANGE, INC.",United States,2012,15830887694336.0,317115348.0,5344.086,16.852,0.338,1658.491,2196.025,1372.072,35.27,51.515,6226.069,25047.367,0.216
Accenture PLC,Technology,515,360,305,1180,BBB,"NEW YORK STOCK EXCHANGE, INC.",United States,2013,16122472562688.0,320110753.0,5480.157,17.12,0.34,1720.408,2224.627,1410.482,36.369,57.423,6303.703,25728.627,0.218
Accenture PLC,Technology,515,360,305,1180,BBB,"NEW YORK STOCK EXCHANGE, INC.",United States,2014,16491318607872.0,323115378.0,5528.681,17.111,0.335,1710.594,2247.931,1435.209,39.439,63.124,6438.455,25995.912,0.221
Accenture PLC,Technology,515,360,305,1180,BBB,"NEW YORK STOCK EXCHANGE, INC.",United States,2015,16937634496512.0,326126498.0,5376.473,16.486,0.317,1479.145,2285.676,1476.136,39.907,64.372,6248.505,25747.426,0.223
Accenture PLC,Technology,515,360,305,1180,BBB,"NEW YORK STOCK EXCHANGE, INC.",United States,2016,17220065296384.0,329179421.0,5252.932,15.958,0.305,1347.943,2299.961,1481.873,39.439,55.139,6146.357,25727.051,0.225
Accenture PLC,Technology,515,360,305,1180,BBB,"NEW YORK STOCK EXCHANGE, INC.",United States,2017,17606123716608.0,332204656.0,5212.162,15.69,0.296,1308.716,2315.177,1460.656,40.324,59.486,6156.777,25823.844,0.228
Accenture PLC,Technology,515,360,305,1180,BBB,"NEW YORK STOCK EXCHANGE, INC.",United States,2018,18124692783104.0,335056495.0,5377.797,16.05,0.297,1256.631,2366.168,1619.275,38.971,72.066,6305.474,26768.986,0.23
Accenture PLC,Technology,515,360,305,1180,BBB,"NEW YORK STOCK EXCHANGE, INC.",United States,2019,18540551733248.0,337790068.0,5262.145,15.578,0.284,1071.666,2360.999,1675.471,40.896,88.437,6216.229,26578.494,0.232
Accenture PLC,Technology,515,360,305,1180,BBB,"NEW YORK STOCK EXCHANGE, INC.",United States,2020,18027359764480.0,339436157.0,4714.628,13.89,0.262,877.92,2047.544,1656.255,40.688,67.749,5651.509,24622.646,0.235
Accenture PLC,Technology,515,360,305,1180,BBB,"NEW YORK STOCK EXCHANGE, INC.",United States,2021,19099377729536.0,340161441.0,5032.213,14.794,0.263,1004.759,2238.883,1659.128,41.312,63.294,6009.153,25956.828,0.237
Accenture PLC,Technology,515,360,305,1180,BBB,"NEW YORK STOCK EXCHANGE, INC.",United States,2022,19493170446336.0,341534041.0,5078.871,14.871,0.261,942.357,2258.467,1748.499,41.418,63.294,6067.148,26504.305,0.239
Accenture PLC,Technology,515,360,305,1180,BBB,"NEW YORK STOCK EXCHANGE, INC.",United States,2023,17220065296384.0,343477332.0,4911.391,14.299,0.305,776.767,2250.856,1755.923,39.714,63.294,5894.857,26189.199,0.241
Arthur J. Gallagher & Co.,Insurance,530,344,310,1184,BBB,"NEW YORK STOCK EXCHANGE, INC.",United States,2010,15239587299328.0,311062786.0,5679.715,18.259,0.373,1982.954,2300.574,1290.495,31.449,43.407,6563.317,25953.547,0.211
Arthur J. Gallagher & Co.,Insurance,530,344,310,1184,BBB,"NEW YORK STOCK EXCHANGE, INC.",United States,2011,15477885632512.0,314105078.0,5546.116,17.657,0.358,1873.284,2252.414,1310.707,32.208,47.863,6368.639,25729.088,0.213
Arthur J. Gallagher & Co.,Insurance,530,344,310,1184,BBB,"NEW YORK STOCK EXCHANGE, INC.",United States,2012,15830887694336.0,317115348.0,5344.086,16.852,0.338,1658.491,2196.025,1372.072,35.27,51.515,6226.069,25047.367,0.216
Arthur J. Gallagher & Co.,Insurance,530,344,310,1184,BBB,"NEW YORK STOCK EXCHANGE, INC.",United States,2013,16122472562688.0,320110753.0,5480.157,17.12,0.34,1720.408,2224.627,1410.482,36.369,57.423,6303.703,25728.627,0.218
Arthur J. Gallagher & Co.,Insurance,530,344,310,1184,BBB,"NEW YORK STOCK EXCHANGE, INC.",United States,2014,16491318607872.0,323115378.0,5528.681,17.111,0.335,1710.594,2247.931,1435.209,39.439,63.124,6438.455,25995.912,0.221
Arthur J. Gallagher & Co.,Insurance,530,344,310,1184,BBB,"NEW YORK STOCK EXCHANGE, INC.",United States,2015,16937634496512.0,326126498.0,5376.473,16.486,0.317,1479.145,2285.676,1476.136,39.907,64.372,6248.505,25747.426,0.223
Arthur J. Gallagher & Co.,Insurance,530,344,310,1184,BBB,"NEW YORK STOCK EXCHANGE, INC.",United States,2016,17220065296384.0,329179421.0,5252.932,15.958,0.305,1347.943,2299.961,1481.873,39.439,55.139,6146.357,25727.051,0.225
Arthur J. Gallagher & Co.,Insurance,530,344,310,1184,BBB,"NEW YORK STOCK EXCHANGE, INC.",United States,2017,17606123716608.0,332204656.0,5212.162,15.69,0.296,1308.716,2315.177,1460.656,40.324,59.486,6156.777,25823.844,0.228
Arthur J. Gallagher & Co.,Insurance,530,344,310,1184,BBB,"NEW YORK STOCK EXCHANGE, INC.",United States,2018,18124692783104.0,335056495.0,5377.797,16.05,0.297,1256.631,2366.168,1619.275,38.971,72.066,6305.474,26768.986,0.23
Arthur J. Gallagher & Co.,Insurance,530,344,310,1184,BBB,"NEW YORK STOCK EXCHANGE, INC.",United States,2019,18540551733248.0,337790068.0,5262.145,15.578,0.284,1071.666,2360.999,1675.471,40.896,88.437,6216.229,26578.494,0.232
Arthur J. Gallagher & Co.,Insurance,530,344,310,1184,BBB,"NEW YORK STOCK EXCHANGE, INC.",United States,2020,18027359764480.0,339436157.0,4714.628,13.89,0.262,877.92,2047.544,1656.255,40.688,67.749,5651.509,24622.646,0.235
Arthur J. Gallagher & Co.,Insurance,530,344,310,1184,BBB,"NEW YORK STOCK EXCHANGE, INC.",United States,2021,19099377729536.0,340161441.0,5032.213,14.794,0.263,1004.759,2238.883,1659.128,41.312,63.294,6009.153,25956.828,0.237
Arthur J. Gallagher & Co.,Insurance,530,344,310,1184,BBB,"NEW YORK STOCK EXCHANGE, INC.",United States,2022,19493170446336.0,341534041.0,5078.871,14.871,0.261,942.357,2258.467,1748.499,41.418,63.294,6067.148,26504.305,0.239
Arthur J. Gallagher & Co.,Insurance,530,344,310,1184,BBB,"NEW YORK STOCK EXCHANGE, INC.",United States,2023,17220065296384.0,343477332.0,4911.391,14.299,0.305,776.767,2250.856,1755.923,39.714,63.294,5894.857,26189.199,0.241
Assurant Inc,Insurance,438,316,300,1054,BBB,"NEW YORK STOCK EXCHANGE, INC.",United States,2010,15239587299328.0,311062786.0,5679.715,18.259,0.373,1982.954,2300.574,1290.495,31.449,43.407,6563.317,25953.547,0.211
Assurant Inc,Insurance,438,316,300,1054,BBB,"NEW YORK STOCK EXCHANGE, INC.",United States,2011,15477885632512.0,314105078.0,5546.116,17.657,0.358,1873.284,2252.414,1310.707,32.208,47.863,6368.639,25729.088,0.213
Assurant Inc,Insurance,438,316,300,1054,BBB,"NEW YORK STOCK EXCHANGE, INC.",United States,2012,15830887694336.0,317115348.0,5344.086,16.852,0.338,1658.491,2196.025,1372.072,35.27,51.515,6226.069,25047.367,0.216
Assurant Inc,Insurance,438,316,300,1054,BBB,"NEW YORK STOCK EXCHANGE, INC.",United States,2013,16122472562688.0,320110753.0,5480.157,17.12,0.34,1720.408,2224.627,1410.482,36.369,57.423,6303.703,25728.627,0.218
Assurant Inc,Insurance,438,316,300,1054,BBB,"NEW YORK STOCK EXCHANGE, INC.",United States,2014,16491318607872.0,323115378.0,5528.681,17.111,0.335,1710.594,2247.931,1435.209,39.439,63.124,6438.455,25995.912,0.221
Assurant Inc,Insurance,438,316,300,1054,BBB,"NEW YORK STOCK EXCHANGE, INC.",United States,2015,16937634496512.0,326126498.0,5376.473,16.486,0.317,1479.145,2285.676,1476.136,39.907,64.372,6248.505,25747.426,0.223
Assurant Inc,Insurance,438,316,300,1054,BBB,"NEW YORK STOCK EXCHANGE, INC.",United States,2016,17220065296384.0,329179421.0,5252.932,15.958,0.305,1347.943,2299.961,1481.873,39.439,55.139,6146.357,25727.051,0.225
Assurant Inc,Insurance,438,316,300,1054,BBB,"NEW YORK STOCK EXCHANGE, INC.",United States,2017,17606123716608.0,332204656.0,5212.162,15.69,0.296,1308.716,2315.177,1460.656,40.324,59.486,6156.777,25823.844,0.228
Assurant Inc,Insurance,438,316,300,1054,BBB,"NEW YORK STOCK EXCHANGE, INC.",United States,2018,18124692783104.0,335056495.0,5377.797,16.05,0.297,1256.631,2366.168,1619.275,38.971,72.066,6305.474,26768.986,0.23
Assurant Inc,Insurance,438,316,300,1054,BBB,"NEW YORK STOCK EXCHANGE, INC.",United States,2019,18540551733248.0,337790068.0,5262.145,15.578,0.284,1071.666,2360.999,1675.471,40.896,88.437,6216.229,26578.494,0.232
Assurant Inc,Insurance,438,316,300,1054,BBB,"NEW YORK STOCK EXCHANGE, INC.",United States,2020,18027359764480.0,339436157.0,4714.628,13.89,0.262,877.92,2047.544,1656.255,40.688,67.749,5651.509,24622.646,0.235
Assurant Inc,Insurance,438,316,300,1054,BBB,"NEW YORK STOCK EXCHANGE, INC.",United States,2021,19099377729536.0,340161441.0,5032.213,14.794,0.263,1004.759,2238.883,1659.128,41.312,63.294,6009.153,25956.828,0.237
Assurant Inc,Insurance,438,316,300,1054,BBB,"NEW YORK STOCK EXCHANGE, INC.",United States,2022,19493170446336.0,341534041.0,5078.871,14.871,0.261,942.357,2258.467,1748.499,41.418,63.294,6067.148,26504.305,0.239
Assurant Inc,Insurance,438,316,300,1054,BBB,"NEW YORK STOCK EXCHANGE, INC.",United States,2023,17220065296384.0,343477332.0,4911.391,14.299,0.305,776.767,2250.856,1755.923,39.714,63.294,5894.857,26189.199,0.241
Alaska Air Group Inc,Airlines,515,303,259,1077,BBB,"NEW YORK STOCK EXCHANGE, INC.",United States,2010,15239587299328.0,311062786.0,5679.715,18.259,0.373,1982.954,2300.574,1290.495,31.449,43.407,6563.317,25953.547,0.211
Alaska Air Group Inc,Airlines,515,303,259,1077,BBB,"NEW YORK STOCK EXCHANGE, INC.",United States,2011,15477885632512.0,314105078.0,5546.116,17.657,0.358,1873.284,2252.414,1310.707,32.208,47.863,6368.639,25729.088,0.213
Alaska Air Group Inc,Airlines,515,303,259,1077,BBB,"NEW YORK STOCK EXCHANGE, INC.",United States,2012,15830887694336.0,317115348.0,5344.086,16.852,0.338,1658.491,2196.025,1372.072,35.27,51.515,6226.069,25047.367,0.216
Alaska Air Group Inc,Airlines,515,303,259,1077,BBB,"NEW YORK STOCK EXCHANGE, INC.",United States,2013,16122472562688.0,320110753.0,5480.157,17.12,0.34,1720.408,2224.627,1410.482,36.369,57.423,6303.703,25728.627,0.218
Alaska Air Group Inc,Airlines,515,303,259,1077,BBB,"NEW YORK STOCK EXCHANGE, INC.",United States,2014,16491318607872.0,323115378.0,5528.681,17.111,0.335,1710.594,2247.931,1435.209,39.439,63.124,6438.455,25995.912,0.221
Alaska Air Group Inc,Airlines,515,303,259,1077,BBB,"NEW YORK STOCK EXCHANGE, INC.",United States,2015,16937634496512.0,326126498.0,5376.473,16.486,0.317,1479.145,2285.676,1476.136,39.907,64.372,6248.505,25747.426,0.223
Alaska Air Group Inc,Airlines,515,303,259,1077,BBB,"NEW YORK STOCK EXCHANGE, INC.",United States,2016,17220065296384.0,329179421.0,5252.932,15.958,0.305,1347.943,2299.961,1481.873,39.439,55.139,6146.357,25727.051,0.225
Alaska Air Group Inc,Airlines,515,303,259,1077,BBB,"NEW YORK STOCK EXCHANGE, INC.",United States,2017,17606123716608.0,332204656.0,5212.162,15.69,0.296,1308.716,2315.177,1460.656,40.324,59.486,6156.777,25823.844,0.228
Alaska Air Group Inc,Airlines,515,303,259,1077,BBB,"NEW YORK STOCK EXCHANGE, INC.",United States,2018,18124692783104.0,335056495.0,5377.797,16.05,0.297,1256.631,2366.168,1619.275,38.971,72.066,6305.474,26768.986,0.23
Alaska Air Group Inc,Airlines,515,303,259,1077,BBB,"NEW YORK STOCK EXCHANGE, INC.",United States,2019,18540551733248.0,337790068.0,5262.145,15.578,0.284,1071.666,2360.999,1675.471,40.896,88.437,6216.229,26578.494,0.232
Alaska Air Group Inc,Airlines,515,303,259,1077,BBB,"NEW YORK STOCK EXCHANGE, INC.",United States,2020,18027359764480.0,339436157.0,4714.628,13.89,0.262,877.92,2047.544,1656.255,40.688,67.749,5651.509,24622.646,0.235
Alaska Air Group Inc,Airlines,515,303,259,1077,BBB,"NEW YORK STOCK EXCHANGE, INC.",United States,2021,19099377729536.0,340161441.0,5032.213,14.794,0.263,1004.759,2238.883,1659.128,41.312,63.294,6009.153,25956.828,0.237
Alaska Air Group Inc,Airlines,515,303,259,1077,BBB,"NEW YORK STOCK EXCHANGE, INC.",United States,2022,19493170446336.0,341534041.0,5078.871,14.871,0.261,942.357,2258.467,1748.499,41.418,63.294,6067.148,26504.305,0.239
Alaska Air Group Inc,Airlines,515,303,259,1077,BBB,"NEW YORK STOCK EXCHANGE, INC.",United States,2023,17220065296384.0,343477332.0,4911.391,14.299,0.305,776.767,2250.856,1755.923,39.714,63.294,5894.857,26189.199,0.241
Albemarle Corp,Chemicals,545,322,315,1182,BBB,"NEW YORK STOCK EXCHANGE, INC.",United States,2010,15239587299328.0,311062786.0,5679.715,18.259,0.373,1982.954,2300.574,1290.495,31.449,43.407,6563.317,25953.547,0.211
Albemarle Corp,Chemicals,545,322,315,1182,BBB,"NEW YORK STOCK EXCHANGE, INC.",United States,2011,15477885632512.0,314105078.0,5546.116,17.657,0.358,1873.284,2252.414,1310.707,32.208,47.863,6368.639,25729.088,0.213
Albemarle Corp,Chemicals,545,322,315,1182,BBB,"NEW YORK STOCK EXCHANGE, INC.",United States,2012,15830887694336.0,317115348.0,5344.086,16.852,0.338,1658.491,2196.025,1372.072,35.27,51.515,6226.069,25047.367,0.216
Albemarle Corp,Chemicals,545,322,315,1182,BBB,"NEW YORK STOCK EXCHANGE, INC.",United States,2013,16122472562688.0,320110753.0,5480.157,17.12,0.34,1720.408,2224.627,1410.482,36.369,57.423,6303.703,25728.627,0.218
Albemarle Corp,Chemicals,545,322,315,1182,BBB,"NEW YORK STOCK EXCHANGE, INC.",United States,2014,16491318607872.0,323115378.0,5528.681,17.111,0.335,1710.594,2247.931,1435.209,39.439,63.124,6438.455,25995.912,0.221
Albemarle Corp,Chemicals,545,322,315,1182,BBB,"NEW YORK STOCK EXCHANGE, INC.",United States,2015,16937634496512.0,326126498.0,5376.473,16.486,0.317,1479.145,2285.676,1476.136,39.907,64.372,6248.505,25747.426,0.223
Albemarle Corp,Chemicals,545,322,315,1182,BBB,"NEW YORK STOCK EXCHANGE, INC.",United States,2016,17220065296384.0,329179421.0,5252.932,15.958,0.305,1347.943,2299.961,1481.873,39.439,55.139,6146.357,25727.051,0.225
Albemarle Corp,Chemicals,545,322,315,1182,BBB,"NEW YORK STOCK EXCHANGE, INC.",United States,2017,17606123716608.0,332204656.0,5212.162,15.69,0.296,1308.716,2315.177,1460.656,40.324,59.486,6156.777,25823.844,0.228
Albemarle Corp,Chemicals,545,322,315,1182,BBB,"NEW YORK STOCK EXCHANGE, INC.",United States,2018,18124692783104.0,335056495.0,5377.797,16.05,0.297,1256.631,2366.168,1619.275,38.971,72.066,6305.474,26768.986,0.23
Albemarle Corp,Chemicals,545,322,315,1182,BBB,"NEW YORK STOCK EXCHANGE, INC.",United States,2019,18540551733248.0,337790068.0,5262.145,15.578,0.284,1071.666,2360.999,1675.471,40.896,88.437,6216.229,26578.494,0.232
Albemarle Corp,Chemicals,545,322,315,1182,BBB,"NEW YORK STOCK EXCHANGE, INC.",United States,2020,18027359764480.0,339436157.0,4714.628,13.89,0.262,877.92,2047.544,1656.255,40.688,67.749,5651.509,24622.646,0.235
Albemarle Corp,Chemicals,545,322,315,1182,BBB,"NEW YORK STOCK EXCHANGE, INC.",United States,2021,19099377729536.0,340161441.0,5032.213,14.794,0.263,1004.759,2238.883,1659.128,41.312,63.294,6009.153,25956.828,0.237
Albemarle Corp,Chemicals,545,322,315,1182,BBB,"NEW YORK STOCK EXCHANGE, INC.",United States,2022,19493170446336.0,341534041.0,5078.871,14.871,0.261,942.357,2258.467,1748.499,41.418,63.294,6067.148,26504.305,0.239
Albemarle Corp,Chemicals,545,322,315,1182,BBB,"NEW YORK STOCK EXCHANGE, INC.",United States,2023,17220065296384.0,343477332.0,4911.391,14.299,0.305,776.767,2250.856,1755.923,39.714,63.294,5894.857,26189.199,0.241
American International Group Inc,Insurance,518,323,310,1151,BBB,"NEW YORK STOCK EXCHANGE, INC.",United States,2010,15239587299328.0,311062786.0,5679.715,18.259,0.373,1982.954,2300.574,1290.495,31.449,43.407,6563.317,25953.547,0.211
American International Group Inc,Insurance,518,323,310,1151,BBB,"NEW YORK STOCK EXCHANGE, INC.",United States,2011,15477885632512.0,314105078.0,5546.116,17.657,0.358,1873.284,2252.414,1310.707,32.208,47.863,6368.639,25729.088,0.213
American International Group Inc,Insurance,518,323,310,1151,BBB,"NEW YORK STOCK EXCHANGE, INC.",United States,2012,15830887694336.0,317115348.0,5344.086,16.852,0.338,1658.491,2196.025,1372.072,35.27,51.515,6226.069,25047.367,0.216
American International Group Inc,Insurance,518,323,310,1151,BBB,"NEW YORK STOCK EXCHANGE, INC.",United States,2013,16122472562688.0,320110753.0,5480.157,17.12,0.34,1720.408,2224.627,1410.482,36.369,57.423,6303.703,25728.627,0.218
American International Group Inc,Insurance,518,323,310,1151,BBB,"NEW YORK STOCK EXCHANGE, INC.",United States,2014,16491318607872.0,323115378.0,5528.681,17.111,0.335,1710.594,2247.931,1435.209,39.439,63.124,6438.455,25995.912,0.221
American International Group Inc,Insurance,518,323,310,1151,BBB,"NEW YORK STOCK EXCHANGE, INC.",United States,2015,16937634496512.0,326126498.0,5376.473,16.486,0.317,1479.145,2285.676,1476.136,39.907,64.372,6248.505,25747.426,0.223
American International Group Inc,Insurance,518,323,310,1151,BBB,"NEW YORK STOCK EXCHANGE, INC.",United States,2016,17220065296384.0,329179421.0,5252.932,15.958,0.305,1347.943,2299.961,1481.873,39.439,55.139,6146.357,25727.051,0.225
American International Group Inc,Insurance,518,323,310,1151,BBB,"NEW YORK STOCK EXCHANGE, INC.",United States,2017,17606123716608.0,332204656.0,5212.162,15.69,0.296,1308.716,2315.177,1460.656,40.324,59.486,6156.777,25823.844,0.228
American International Group Inc,Insurance,518,323,310,1151,BBB,"NEW YORK STOCK EXCHANGE, INC.",United States,2018,18124692783104.0,335056495.0,5377.797,16.05,0.297,1256.631,2366.168,1619.275,38.971,72.066,6305.474,26768.986,0.23
American International Group Inc,Insurance,518,323,310,1151,BBB,"NEW YORK STOCK EXCHANGE, INC.",United States,2019,18540551733248.0,337790068.0,5262.145,15.578,0.284,1071.666,2360.999,1675.471,40.896,88.437,6216.229,26578.494,0.232
American International Group Inc,Insurance,518,323,310,1151,BBB,"NEW YORK STOCK EXCHANGE, INC.",United States,2020,18027359764480.0,339436157.0,4714.628,13.89,0.262,877.92,2047.544,1656.255,40.688,67.749,5651.509,24622.646,0.235
American International Group Inc,Insurance,518,323,310,1151,BBB,"NEW YORK STOCK EXCHANGE, INC.",United States,2021,19099377729536.0,340161441.0,5032.213,14.794,0.263,1004.759,2238.883,1659.128,41.312,63.294,6009.153,25956.828,0.237
American International Group Inc,Insurance,518,323,310,1151,BBB,"NEW YORK STOCK EXCHANGE, INC.",United States,2022,19493170446336.0,341534041.0,5078.871,14.871,0.261,942.357,2258.467,1748.499,41.418,63.294,6067.148,26504.305,0.239
American International Group Inc,Insurance,518,323,310,1151,BBB,"NEW YORK STOCK EXCHANGE, INC.",United States,2023,17220065296384.0,343477332.0,4911.391,14.299,0.305,776.767,2250.856,1755.923,39.714,63.294,5894.857,26189.199,0.241
Allstate Corp,Insurance,530,300,220,1050,BBB,"NEW YORK STOCK EXCHANGE, INC.",United States,2010,15239587299328.0,311062786.0,5679.715,18.259,0.373,1982.954,2300.574,1290.495,31.449,43.407,6563.317,25953.547,0.211
Allstate Corp,Insurance,530,300,220,1050,BBB,"NEW YORK STOCK EXCHANGE, INC.",United States,2011,15477885632512.0,314105078.0,5546.116,17.657,0.358,1873.284,2252.414,1310.707,32.208,47.863,6368.639,25729.088,0.213
Allstate Corp,Insurance,530,300,220,1050,BBB,"NEW YORK STOCK EXCHANGE, INC.",United States,2012,15830887694336.0,317115348.0,5344.086,16.852,0.338,1658.491,2196.025,1372.072,35.27,51.515,6226.069,25047.367,0.216
Allstate Corp,Insurance,530,300,220,1050,BBB,"NEW YORK STOCK EXCHANGE, INC.",United States,2013,16122472562688.0,320110753.0,5480.157,17.12,0.34,1720.408,2224.627,1410.482,36.369,57.423,6303.703,25728.627,0.218
Allstate Corp,Insurance,530,300,220,1050,BBB,"NEW YORK STOCK EXCHANGE, INC.",United States,2014,16491318607872.0,323115378.0,5528.681,17.111,0.335,1710.594,2247.931,1435.209,39.439,63.124,6438.455,25995.912,0.221
Allstate Corp,Insurance,530,300,220,1050,BBB,"NEW YORK STOCK EXCHANGE, INC.",United States,2015,16937634496512.0,326126498.0,5376.473,16.486,0.317,1479.145,2285.676,1476.136,39.907,64.372,6248.505,25747.426,0.223
Allstate Corp,Insurance,530,300,220,1050,BBB,"NEW YORK STOCK EXCHANGE, INC.",United States,2016,17220065296384.0,329179421.0,5252.932,15.958,0.305,1347.943,2299.961,1481.873,39.439,55.139,6146.357,25727.051,0.225
Allstate Corp,Insurance,530,300,220,1050,BBB,"NEW YORK STOCK EXCHANGE, INC.",United States,2017,17606123716608.0,332204656.0,5212.162,15.69,0.296,1308.716,2315.177,1460.656,40.324,59.486,6156.777,25823.844,0.228
Allstate Corp,Insurance,530,300,220,1050,BBB,"NEW YORK STOCK EXCHANGE, INC.",United States,2018,18124692783104.0,335056495.0,5377.797,16.05,0.297,1256.631,2366.168,1619.275,38.971,72.066,6305.474,26768.986,0.23
Allstate Corp,Insurance,530,300,220,1050,BBB,"NEW YORK STOCK EXCHANGE, INC.",United States,2019,18540551733248.0,337790068.0,5262.145,15.578,0.284,1071.666,2360.999,1675.471,40.896,88.437,6216.229,26578.494,0.232
Allstate Corp,Insurance,530,300,220,1050,BBB,"NEW YORK STOCK EXCHANGE, INC.",United States,2020,18027359764480.0,339436157.0,4714.628,13.89,0.262,877.92,2047.544,1656.255,40.688,67.749,5651.509,24622.646,0.235
Allstate Corp,Insurance,530,300,220,1050,BBB,"NEW YORK STOCK EXCHANGE, INC.",United States,2021,19099377729536.0,340161441.0,5032.213,14.794,0.263,1004.759,2238.883,1659.128,41.312,63.294,6009.153,25956.828,0.237
Allstate Corp,Insurance,530,300,220,1050,BBB,"NEW YORK STOCK EXCHANGE, INC.",United States,2022,19493170446336.0,341534041.0,5078.871,14.871,0.261,942.357,2258.467,1748.499,41.418,63.294,6067.148,26504.305,0.239
Allstate Corp,Insurance,530,300,220,1050,BBB,"NEW YORK STOCK EXCHANGE, INC.",United States,2023,17220065296384.0,343477332.0,4911.391,14.299,0.305,776.767,2250.856,1755.923,39.714,63.294,5894.857,26189.199,0.241
Allegion PLC,Building,542,322,315,1179,BBB,"NEW YORK STOCK EXCHANGE, INC.",United States,2010,15239587299328.0,311062786.0,5679.715,18.259,0.373,1982.954,2300.574,1290.495,31.449,43.407,6563.317,25953.547,0.211
Allegion PLC,Building,542,322,315,1179,BBB,"NEW YORK STOCK EXCHANGE, INC.",United States,2011,15477885632512.0,314105078.0,5546.116,17.657,0.358,1873.284,2252.414,1310.707,32.208,47.863,6368.639,25729.088,0.213
Allegion PLC,Building,542,322,315,1179,BBB,"NEW YORK STOCK EXCHANGE, INC.",United States,2012,15830887694336.0,317115348.0,5344.086,16.852,0.338,1658.491,2196.025,1372.072,35.27,51.515,6226.069,25047.367,0.216
Allegion PLC,Building,542,322,315,1179,BBB,"NEW YORK STOCK EXCHANGE, INC.",United States,2013,16122472562688.0,320110753.0,5480.157,17.12,0.34,1720.408,2224.627,1410.482,36.369,57.423,6303.703,25728.627,0.218
